Series,Issue,Full Title,Variant Description,Publisher,Release Date,Format,Added Date,Creators
House of X,6A,I Am Not Ashamed,Regular Pepe Larraz Cover,Marvel Comics,2-Oct-19,Comic,17-Oct-19,Jonathan Hickman | Pepe Larraz
Howard The Human,1,Secret Wars ,,Marvel Comics,19-Aug-15,Comic,14-Dec-15,Skott Young | Jim Mahfood
Howling Commandos of S.H.I.E.L.D.,6,,,Marvel Comics,23-Mar-16,Comic,9-Apr-16,Frank J. Barbiere | Brent Schoonover
Hulk,1A,Deconstructed,Regular Jeff Dekal Cover,Marvel Comics,28-Dec-16,Comic,25-Feb-17,Mariko Tamaki | Nico Leon
Hulk,1A,"Who is the Hulk?, Part One",,Marvel Comics,Mar-08,Comic,23-Feb-14,"Jeph Loeb | Edward McGuinness, Jr. | Dexter Vines"
Hulk,2A,"Deconstructed, Part Two",Regular Jeff Dekal Cover,Marvel Comics,25-Jan-17,Comic,25-Feb-17,Mariko Tamaki | Dalibor Talajic | Nico Leon
Hulk,2A,The Smoking Gun,,Marvel Comics,Apr-08,Comic,23-Feb-14,"Jeph Loeb | Edward McGuinness, Jr. | Dexter Vines"
Hulk,3A,"Deconstructed, Part Three",Regular Jeff Dekal Cover,Marvel Comics,22-Feb-17,Comic,28-May-17,Mariko Tamaki | Nico Leon
Hulk,3A,Creatures On The Loose,Regular Ed Mcguinness Cover,Marvel Comics,22-Apr-08,Comic,23-Feb-14,"Jeph Loeb | Edward McGuinness, Jr. | Dexter Vines"
Hulk,4A,Deconstructed,Regular Jeff Dekal Cover,Marvel Comics,22-Mar-17,Comic,28-May-17,Mariko Tamaki | Nico Leon
Hulk,4A,"Red Light, Green Light / Hulk Art Class",Red Hulk Cover,Marvel Comics,24-Jun-08,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,4B,"Red Light, Green Light / Hulk Art Class",Ed Mcguinness Variant Cover,Marvel Comics,24-Jun-08,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,5A,"Deconstructed, Part Five",Regular Jeff Dekal Cover,Marvel Comics,26-Apr-17,Comic,9-Jul-17,Mariko Tamaki | Nico Leon
Hulk,5A,Rolling Thunder / Hulk Splash,Ed Mcguinness Cover,Marvel Comics,5-Aug-08,Comic,23-Feb-14,"Jeph Loeb | Audrey Loeb | Edward McGuinness, Jr."
Hulk,6,,,Marvel Comics,31-May-17,Comic,9-Jul-17,Mariko Tamaki | Nico Leon
Hulk,6A,Blood Red / Hulk Zoo,Red Hulk Regular Cover,Marvel Comics,24-Sep-08,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,6C,Blood Red / Hulk Zoo,Incentive Michael Turner Variant Cover,Marvel Comics,24-Sep-08,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,7A,,Regular John Tyler Christopher Cover,Marvel Comics,14-Jun-17,Comic,9-Jul-17,Mariko Tamaki | Georges Duarte
Hulk,7A,What Happens In Vegas / Hell Hath No Fury... / Hulk Web,Regular Arthur Adams Cover,Marvel Comics,22-Oct-08,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,7B,What Happens In Vegas / Hell Hath No Fury... / Hulk Web,Variant Frank Cho Cover,Marvel Comics,22-Oct-08,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,7C,What Happens In Vegas / Hell Hath No Fury,Variant Michael Turner Cover,Marvel Comics,22-Oct-08,Comic,23-Feb-14,Jeph Loeb | Frank Cho | Arthur Adams
Hulk,8,,,Marvel Comics,12-Jul-17,Comic,6-Aug-17,Mariko Tamaki | Georges Duarte
Hulk,8A,What Happens In Vegas / ...Like A Woman Scorned! / Hulk Airport,Regular Arthur Adams Cover,Marvel Comics,26-Nov-08,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,8C,What Happens In Vegas / ...Like A Woman Scorned! / Hulk Airport,Variant Sal Buscema Cover,Marvel Comics,26-Nov-08,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,9B,Jackpot / The Revenge Of The Lady Liberators / Hulk Ice,Variant Edition,Marvel Comics,Feb-09,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,9C,Jackpot / The Revenge Of The Lady Liberators / Hulk Ice,Ed McGuinness Green Hulk Santa Variant Cover,Marvel Comics,Feb-09,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,9D,Jackpot / The Revenge Of The Lady Liberators / Hulk Ice,Ed McGuinness Red Hulk Santa Variant Cover,Marvel Comics,Feb-09,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,9E,Jackpot / The Revenge Of The Lady Liberators / Hulk Ice,Ed McGuinness Hulk Santa Sketch Variant Wraparound Cover,Marvel Comics,Feb-09,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,10,,,Marvel Comics,13-Sep-17,Comic,5-Nov-17,Mariko Tamaki | Julian Lopez | Francesco Gaston
Hulk,10B,Love & Death / Hulk Beach,Ed McGuinness Right Side Offenders Cover,Marvel Comics,25-Feb-09,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,11B,Trapped In A World They Never Made / Hulk Mama,Ed McGuinness Offenders Cover,Marvel Comics,22-Apr-09,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,11D,Trapped In A World They Never Made / Hulk Mama,Ed McGuinness Wolverine Art Appreciation Variant Cover,Marvel Comics,22-Apr-09,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,12A,Winner Takes All / Hulk Chef,Cover A Ed McGuinness Offenders Cover,Marvel Comics,20-May-09,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,13A,Dark Reign - Hulk No More! / Hulk Dog,Ed McGuinness Regular Cover,Marvel Comics,5-Aug-09,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Chris Giarrusso
Hulk,14A,"Code Red, Chapter One: Eyewitness / Hulk Gym",Ian Churchill Regular Wraparound Cover,Marvel Comics,26-Aug-09,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Carlos Silva
Hulk,15B,"Code Red, Chapter Two: Collision / Hulk Movie",Ed McGuinness Variant Cover,Marvel Comics,30-Sep-09,Comic,23-Feb-14,Jeph Loeb | Ian Churchill | Mark Farmer
Hulk,16A,"Code Red, Chapter Three: She / Hulk Date",Ian Churchill Regular Cover,Marvel Comics,28-Oct-09,Comic,23-Feb-14,Jeph Loeb | Ian Churchill | Mark Farmer
Hulk,17A,"Code Red, Chapter Four: The Man In The Mirror / Hulk Tonsils",Ian Churchill Regular Cover,Marvel Comics,25-Nov-09,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Dario Brizuela
Hulk,18A,Delilah / Hulk Dentist,Whilce Portacio Regular Cover,Marvel Comics,16-Dec-09,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Dario Brizuela
Hulk,19A,Fall of the Hulks - Conspiracy Theory / Hulk Snow,Ed McGuinness Regular Cover,Marvel Comics,20-Jan-10,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Dario Brizuela
Hulk,20A,Fall of the Hulks - Man Nor Beast / Hulk Camping,Ed McGuinness Regular Cover,Marvel Comics,17-Feb-10,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Dario Brizuela
Hulk,21A,Fall of the Hulks - The Best Laid Plans / Hulk Cat,Ed McGuinness Regular Cover,Marvel Comics,17-Mar-10,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Dario Brizuela
Hulk,22A,World War Hulks - Dogs Of War / Hulk Sleepover,Ed McGuinness Regular Cover,Marvel Comics,12-May-10,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Dario Brizuela
Hulk,23A,World War Hulks - Who Is The Red Hulk? / Hulk Market,Ed McGuinness Regular Cover,Marvel Comics,23-Jun-10,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Dale Keown
Hulk,24A,World War Hulks - The Strongest There Is / Hulk Science,Ed McGuinness Wraparound Regular Cover,Marvel Comics,18-Aug-10,Comic,23-Feb-14,Jeph Loeb | Audrey Loeb | Dario Brizuela
Hulk,25A,"Scorched Earth, Part 1: Singularity / Step Up / Hulk Skiing",Ed McGuinness Regular Cover,Marvel Comics,22-Sep-10,Comic,23-Feb-14,Audrey Loeb | Jeff Parker | Dario Brizuela
Hulk,26A,Untitled Lead Story / You Know You Want To Hit That / Hulk Schoolbus,Ed McGuinness Regular Cover,Marvel Comics,20-Oct-10,Comic,23-Feb-14,Audrey Loeb | Jeff Parker | Dario Brizuela
Hulk,27,"Scorched Earth, Part 3: Pressure / Mysterious Island / Hulk Bakery",,Marvel Comics,17-Nov-10,Comic,23-Feb-14,Audrey Loeb | Jeff Parker | Dario Brizuela
Hulk,28A,"Scorched Earth, Part 4: Control / Things Best Left Unseen",,Marvel Comics,29-Dec-10,Comic,23-Feb-14,Jeff Parker | Ben Oliver | Gabriel Hardman
Hulk,29,"Scorched Earth, Part 4: Exit Strategy / Things Best Left Unseen, Part Ii",,Marvel Comics,2-Feb-11,Comic,23-Feb-14,Jeff Parker | Ben Oliver | Gabriel Hardman
Hulk,30,"Marvel Two In One / Save The Date, Part One",,Marvel Comics,16-Feb-11,Comic,23-Feb-14,"Jeff Parker | Tim Seeley | Edward McGuinness, Jr."
Hulk,30.1,The Whale,Point One,Marvel Comics,16-Mar-11,Comic,23-Feb-14,"Jeff Parker | Gabriel Hardman | Thomas Palmer, Sr."
Hulk,31,"The Next Life / Save The Date, Part Two",,Marvel Comics,23-Mar-11,Comic,23-Feb-14,Jeff Parker | Tim Seeley | Gabriel Hardman
Hulk,32,The Rising Fog,,Marvel Comics,20-Apr-11,Comic,23-Feb-14,Jeff Parker | Gabriel Hardman
Hulk,33A,Fog Of War,Gabriel Hardman Regular Cover,Marvel Comics,18-May-11,Comic,23-Feb-14,Jeff Parker | Gabriel Hardman
Hulk,34,"Red Planet Hulk, Part One",,Marvel Comics,1-Jun-11,Comic,23-Feb-14,Jeff Parker | Carlo Pagulayan | Danny Miki
Hulk,35,"Red Planet Hulk, Part Two",,Marvel Comics,15-Jun-11,Comic,23-Feb-14,Audrey Loeb | Jeff Parker | Dario Brizuela
Hulk,36A,Shock To The System,Patrick Zircher Regular Cover,Marvel Comics,6-Jul-11,Comic,23-Feb-14,Jeff Parker | Patrick Zircher
Hulk,37,"Fear Itself - Planet of Fear, Part 1",,Marvel Comics,20-Jul-11,Comic,23-Feb-14,Jeff Parker | Elena Casagrande
Hulk,38,"Fear Itself - Planet of Fear, Part 2",,Marvel Comics,3-Aug-11,Comic,23-Feb-14,Jeff Parker | Elena Casagrande
Hulk,39,The Stand-In,,Marvel Comics,17-Aug-11,Comic,23-Feb-14,Jeff Parker | Grabriel Hardman
Hulk,40,"Omegex, Part 2",,Marvel Comics,7-Sep-11,Comic,23-Feb-14,Jeff Parker | Gabriel Hardman
Hulk,41,"The Omegex, Part 3: Finality",,Marvel Comics,21-Sep-11,Comic,23-Feb-14,Jeff Parker | Gabriel Hardman
Hulk,44,,,Marvel Comics,2-Nov-11,Comic,23-Feb-14,Jeff Parker | Patrick Zircher
Hulk,46,"Hulk of Arabia, Part V",,Marvel Comics,21-Dec-11,Comic,23-Feb-14,Jeff Parker | Patrick Zircher
Hulk,47,Red Sky At Morning,,Marvel Comics,4-Jan-12,Comic,23-Feb-14,Jeff Parker | Elena Casagrande
Hulk,48,"Red Sky At Morning, Part 2",,Marvel Comics,1-Feb-12,Comic,23-Feb-14,Jeff Parker | Elena Casagrande
Hulk,49,The Incident,,Marvel Comics,7-Mar-12,Comic,23-Feb-14,Jeff Parker | Elena Casagrande
Hulk,50E,"Haunted Hulk, Haunted Hulk, Part 1 / The Objective",Diamond Retailer Summit Sketch Variant,Marvel Comics,4-Apr-12,Comic,23-Feb-14,Jeff Parker | Carlo Pagulayan | Jason Paz
Hulk,51,"Haunted Hulk, Part 2",,Marvel Comics,9-May-12,Comic,23-Feb-14,Jeff Parker | Carlo Pagulayan | Jason Paz
Hulk,52,"Haunted Hulk, Part Three: I Am Legion",,Marvel Comics,23-May-12,Comic,23-Feb-14,Jeff Parker | Carlo Pagulayan | Juan Vlasco
Hulk,53,"Mayan Rule, Part 1: Bloodletting",Dale Eaglesham Regular Cover,Marvel Comics,6-Jun-12,Comic,23-Feb-14,Jeff Parker | Dale Eaglesham
Hulk,54,"Mayan Rule, Part 2: Reunion",,Marvel Comics,20-Jun-12,Comic,23-Feb-14,Jeff Parker | Dale Eagleham
Hulk,58A,Hell Hath No Fury,Carlo Pagulayan Regular Cover,Marvel Comics,10-Oct-12,Comic,23-Feb-14,Jeff Parker | Wellington Alves | Carlo Pagulayan
Hulk / Wolverine: Six Hours,1,"6 Hours, Part 1",,Marvel Comics,Mar-03,Comic,23-Feb-14,Bruce Jones | Scott Kolins
Hulk / Wolverine: Six Hours,2,"6 Hours, Part 2",,Marvel Comics,Mar-03,Comic,23-Feb-14,Bruce Jones | Scott Kolins
Hulk / Wolverine: Six Hours,3,"6 Hours, Part 3",,Marvel Comics,Apr-03,Comic,23-Feb-14,Bruce Jones | Scott Kolins
Hulk / Wolverine: Six Hours,4,6 Hours: Part 4,,Marvel Comics,May-03,Comic,23-Feb-14,Bruce Jones | Scott Kolins
